id,from_locality_id,to_locality_id,from_lat,from_lon,to_lat,to_lon,distance_km,travel_time_min,road_type,max_speed,is_paved,geometry_wkt
20,7,24,31.75796079090516,35.109651295206,31.78030042882292,35.13339208093303,3.35,5.0,residential,60,True,"LINESTRING(35.109651295206 31.75796079090516, 35.13339208093303 31.78030042882292)"
21,7,14,31.75796079090516,35.109651295206,31.777823753014044,35.079014913050045,3.64,3.6,secondary,40,True,"LINESTRING(35.109651295206 31.75796079090516, 35.079014913050045 31.777823753014044)"
22,8,52,31.944965331333854,35.21348244418097,31.95451311070797,35.21109109912264,1.09,1.3,secondary,40,True,"LINESTRING(35.21348244418097 31.944965331333854, 35.21109109912264 31.95451311070797)"
23,8,28,31.944965331333854,35.21348244418097,31.944410615573975,35.2327393017001,1.82,2.7,primary,60,True,"LINESTRING(35.21348244418097 31.944965331333854, 35.2327393017001 31.944410615573975)"
24,8,61,31.944965331333854,35.21348244418097,31.978753240022545,35.21181370903589,3.76,4.5,secondary,50,True,"LINESTRING(35.21348244418097 31.944965331333854, 35.21181370903589 31.978753240022545)"
25,9,53,31.816132186612208,35.22677970516278,31.83004755698576,35.24228853957395,2.13,2.6,secondary,60,True,"LINESTRING(35.22677970516278 31.816132186612208, 35.24228853957395 31.83004755698576)"
26,9,6,31.816132186612208,35.22677970516278,31.81559139244108,35.20160658643101,2.38,3.6,residential,60,True,"LINESTRING(35.22677970516278 31.816132186612208, 35.20160658643101 31.81559139244108)"
27,9,59,31.816132186612208,35.22677970516278,31.83953343743459,35.241684848459805,2.96,3.0,primary,40,True,"LINESTRING(35.22677970516278 31.816132186612208, 35.241684848459805 31.83953343743459)"
28,10,4,31.992829137003348,35.05194962790342,32.01765387031145,35.076081649788826,3.58,4.3,residential,50,True,"LINESTRING(35.05194962790342 31.992829137003348, 35.076081649788826 32.01765387031145)"
29,10,21,31.992829137003348,35.05194962790342,31.961371550864477,35.0637473150967,3.67,5.5,primary,40,True,"LINESTRING(35.05194962790342 31.992829137003348, 35.0637473150967 31.961371550864477)"
30,10,1,31.992829137003348,35.05194962790342,31.941828039537363,35.0575032265668,5.7,8.5,residential,50,True,"LINESTRING(35.05194962790342 31.992829137003348, 35.0575032265668 31.941828039537363)"
31,11,16,31.99174577554984,35.25944181849647,31.992138481982312,35.26891953600815,0.89,1.3,secondary,40,True,"LINESTRING(35.25944181849647 31.99174577554984, 35.26891953600815 31.992138481982312)"
32,11,19,31.99174577554984,35.25944181849647,31.998821399275897,35.23555592570928,2.39,2.9,secondary,40,True,"LINESTRING(35.25944181849647 31.99174577554984, 35.23555592570928 31.998821399275897)"
33,11,3,31.99174577554984,35.25944181849647,31.970941364249203,35.253009846226874,2.39,3.6,secondary,60,True,"LINESTRING(35.25944181849647 31.99174577554984, 35.253009846226874 31.970941364249203)"
34,12,26,31.852075154955397,35.09664384994354,31.861054290135062,35.11285210923145,1.83,2.7,primary,60,True,"LINESTRING(35.09664384994354 31.852075154955397, 35.11285210923145 31.861054290135062)"
35,12,43,31.852075154955397,35.09664384994354,31.86982015154212,35.11579622774719,2.68,2.7,primary,40,True,"LINESTRING(35.09664384994354 31.852075154955397, 35.11579622774719 31.86982015154212)"
36,12,2,31.852075154955397,35.09664384994354,31.832508795510734,35.11696322144465,2.9,4.4,primary,50,True,"LINESTRING(35.09664384994354 31.852075154955397, 35.11696322144465 31.832508795510734)"
37,13,37,32.037163921662035,35.15097836353379,32.0129102879418,35.144403364239544,2.77,3.3,secondary,40,True,"LINESTRING(35.15097836353379 32.037163921662035, 35.144403364239544 32.0129102879418)"
38,13,56,32.037163921662035,35.15097836353379,32.01275588211346,35.12901671522533,3.41,4.1,primary,40,True,"LINESTRING(35.15097836353379 32.037163921662035, 35.12901671522533 32.01275588211346)"
39,13,39,32.037163921662035,35.15097836353379,32.024364276922164,35.187655555776225,3.74,4.5,primary,50,True,"LINESTRING(35.15097836353379 32.037163921662035, 35.187655555776225 32.024364276922164)"
40,14,45,31.777823753014044,35.079014913050045,31.777272823652137,35.06413491262742,1.41,1.7,secondary,50,True,"LINESTRING(35.079014913050045 31.777823753014044, 35.06413491262742 31.777272823652137)"
41,14,7,31.777823753014044,35.079014913050045,31.75796079090516,35.109651295206,3.64,4.4,residential,60,True,"LINESTRING(35.079014913050045 31.777823753014044, 35.109651295206 31.75796079090516)"
42,14,23,31.777823753014044,35.079014913050045,31.773937593077086,35.11983726590831,3.88,3.9,residential,60,True,"LINESTRING(35.079014913050045 31.777823753014044, 35.11983726590831 31.773937593077086)"
43,15,19,32.004248309904234,35.23111780941007,31.998821399275897,35.23555592570928,0.73,0.9,primary,40,True,"LINESTRING(35.23111780941007 32.004248309904234, 35.23555592570928 31.998821399275897)"
44,15,20,32.004248309904234,35.23111780941007,32.00851207009323,35.22320564357703,0.88,1.1,primary,40,True,"LINESTRING(35.23111780941007 32.004248309904234, 35.22320564357703 32.00851207009323)"
45,15,11,32.004248309904234,35.23111780941007,31.99174577554984,35.25944181849647,3.01,3.0,residential,60,True,"LINESTRING(35.23111780941007 32.004248309904234, 35.25944181849647 31.99174577554984)"
46,16,11,31.992138481982312,35.26891953600815,31.99174577554984,35.25944181849647,0.89,1.3,residential,50,True,"LINESTRING(35.26891953600815 31.992138481982312, 35.25944181849647 31.99174577554984)"
47,16,33,31.992138481982312,35.26891953600815,32.002855576056945,35.282799973463874,1.77,2.7,primary,60,True,"LINESTRING(35.26891953600815 31.992138481982312, 35.282799973463874 32.002855576056945)"
48,16,3,31.992138481982312,35.26891953600815,31.970941364249203,35.253009846226874,2.79,3.4,residential,60,True,"LINESTRING(35.26891953600815 31.992138481982312, 35.253009846226874 31.970941364249203)"
49,17,42,31.91086842743641,35.34193472919382,31.925375797067062,35.319346865080746,2.67,4.0,primary,60,True,"LINESTRING(35.34193472919382 31.91086842743641, 35.319346865080746 31.925375797067062)"
50,17,55,31.91086842743641,35.34193472919382,31.88611711189876,35.336144778256326,2.81,4.2,primary,40,True,"LINESTRING(35.34193472919382 31.91086842743641, 35.336144778256326 31.88611711189876)"
51,17,32,31.91086842743641,35.34193472919382,31.917084923132393,35.25538427529697,8.2,8.2,primary,60,True,"LINESTRING(35.34193472919382 31.91086842743641, 35.25538427529697 31.917084923132393)"
52,18,59,31.863560313162505,35.21561218938197,31.83953343743459,35.241684848459805,3.63,5.5,secondary,40,True,"LINESTRING(35.21561218938197 31.863560313162505, 35.241684848459805 31.83953343743459)"
53,18,53,31.863560313162505,35.21561218938197,31.83004755698576,35.24228853957395,4.5,4.5,primary,60,True,"LINESTRING(35.21561218938197 31.863560313162505, 35.24228853957395 31.83004755698576)"
54,18,9,31.863560313162505,35.21561218938197,31.816132186612208,35.22677970516278,5.38,5.4,primary,60,True,"LINESTRING(35.21561218938197 31.863560313162505, 35.22677970516278 31.816132186612208)"
55,19,15,31.998821399275897,35.23555592570928,32.004248309904234,35.23111780941007,0.73,1.1,secondary,60,True,"LINESTRING(35.23555592570928 31.998821399275897, 35.23111780941007 32.004248309904234)"
56,19,20,31.998821399275897,35.23555592570928,32.00851207009323,35.22320564357703,1.59,1.6,residential,60,True,"LINESTRING(35.23555592570928 31.998821399275897, 35.22320564357703 32.00851207009323)"
57,19,11,31.998821399275897,35.23555592570928,31.99174577554984,35.25944181849647,2.39,2.9,secondary,40,True,"LINESTRING(35.23555592570928 31.998821399275897, 35.25944181849647 31.99174577554984)"
58,20,15,32.00851207009323,35.22320564357703,32.004248309904234,35.23111780941007,0.88,0.9,residential,50,True,"LINESTRING(35.22320564357703 32.00851207009323, 35.23111780941007 32.004248309904234)"
59,20,19,32.00851207009323,35.22320564357703,31.998821399275897,35.23555592570928,1.59,2.4,secondary,50,True,"LINESTRING(35.22320564357703 32.00851207009323, 35.23555592570928 31.998821399275897)"
60,20,62,32.00851207009323,35.22320564357703,31.983587943589168,35.209106101658556,3.07,4.6,residential,60,True,"LINESTRING(35.22320564357703 32.00851207009323, 35.209106101658556 31.983587943589168)"
61,21,1,31.961371550864477,35.0637473150967,31.941828039537363,35.0575032265668,2.25,2.7,secondary,50,True,"LINESTRING(35.0637473150967 31.961371550864477, 35.0575032265668 31.941828039537363)"
62,21,10,31.961371550864477,35.0637473150967,31.992829137003348,35.05194962790342,3.67,5.5,primary,50,True,"LINESTRING(35.0637473150967 31.961371550864477, 35.05194962790342 31.992829137003348)"
63,21,60,31.961371550864477,35.0637473150967,31.93269106343145,35.09585178056489,4.4,4.4,residential,40,True,"LINESTRING(35.0637473150967 31.961371550864477, 35.09585178056489 31.93269106343145)"
64,22,40,31.818369482695463,35.136816389080636,31.829464049949415,35.123988252308195,1.73,2.6,residential,40,True,"LINESTRING(35.136816389080636 31.818369482695463, 35.123988252308195 31.829464049949415)"
65,22,2,31.818369482695463,35.136816389080636,31.832508795510734,35.11696322144465,2.45,2.4,secondary,40,True,"LINESTRING(35.136816389080636 31.818369482695463, 35.11696322144465 31.832508795510734)"
66,22,35,31.818369482695463,35.136816389080636,31.844635914417722,35.13032226279272,2.98,3.6,primary,40,True,"LINESTRING(35.136816389080636 31.818369482695463, 35.13032226279272 31.844635914417722)"
67,23,24,31.773937593077086,35.11983726590831,31.78030042882292,35.13339208093303,1.46,1.8,secondary,40,True,"LINESTRING(35.11983726590831 31.773937593077086, 35.13339208093303 31.78030042882292)"
68,23,7,31.773937593077086,35.11983726590831,31.75796079090516,35.109651295206,2.02,2.4,residential,60,True,"LINESTRING(35.11983726590831 31.773937593077086, 35.109651295206 31.75796079090516)"
69,23,63,31.773937593077086,35.11983726590831,31.750171568838383,35.147246817101404,3.7,4.4,residential,60,True,"LINESTRING(35.11983726590831 31.773937593077086, 35.147246817101404 31.750171568838383)"
70,24,23,31.78030042882292,35.13339208093303,31.773937593077086,35.11983726590831,1.46,1.5,primary,60,True,"LINESTRING(35.13339208093303 31.78030042882292, 35.11983726590831 31.773937593077086)"
71,24,48,31.78030042882292,35.13339208093303,31.769058311845587,35.16448578595196,3.19,3.2,secondary,60,True,"LINESTRING(35.13339208093303 31.78030042882292, 35.16448578595196 31.769058311845587)"
72,24,7,31.78030042882292,35.13339208093303,31.75796079090516,35.109651295206,3.35,5.0,primary,50,True,"LINESTRING(35.13339208093303 31.78030042882292, 35.109651295206 31.75796079090516)"
73,25,38,31.94070533327932,35.15944965369103,31.946631599588464,35.1686895703182,1.09,1.6,primary,60,True,"LINESTRING(35.15944965369103 31.94070533327932, 35.1686895703182 31.946631599588464)"
74,25,41,31.94070533327932,35.15944965369103,31.918410440248945,35.128822482556885,3.81,3.8,primary,50,True,"LINESTRING(35.15944965369103 31.94070533327932, 35.128822482556885 31.918410440248945)"
75,25,52,31.94070533327932,35.15944965369103,31.95451311070797,35.21109109912264,5.11,6.1,residential,40,True,"LINESTRING(35.15944965369103 31.94070533327932, 35.21109109912264 31.95451311070797)"
76,26,43,31.861054290135062,35.11285210923145,31.86982015154212,35.11579622774719,1.01,1.0,secondary,40,True,"LINESTRING(35.11285210923145 31.861054290135062, 35.11579622774719 31.86982015154212)"
77,26,12,31.861054290135062,35.11285210923145,31.852075154955397,35.09664384994354,1.83,1.8,residential,50,True,"LINESTRING(35.11285210923145 31.861054290135062, 35.09664384994354 31.852075154955397)"
78,26,35,31.861054290135062,35.11285210923145,31.844635914417722,35.13032226279272,2.46,2.5,secondary,50,True,"LINESTRING(35.11285210923145 31.861054290135062, 35.13032226279272 31.844635914417722)"
79,27,36,31.83009334661473,35.33099637631375,31.813294853075895,35.332872914300516,1.88,2.8,primary,60,True,"LINESTRING(35.33099637631375 31.83009334661473, 35.332872914300516 31.813294853075895)"
80,27,55,31.83009334661473,35.33099637631375,31.88611711189876,35.336144778256326,6.25,7.5,secondary,40,True,"LINESTRING(35.33099637631375 31.83009334661473, 35.336144778256326 31.88611711189876)"
81,27,29,31.83009334661473,35.33099637631375,31.801341594459426,35.268738039385106,6.7,10.0,secondary,40,True,"LINESTRING(35.33099637631375 31.83009334661473, 35.268738039385106 31.801341594459426)"
82,28,8,31.944410615573975,35.2327393017001,31.944965331333854,35.21348244418097,1.82,1.8,secondary,40,True,"LINESTRING(35.2327393017001 31.944410615573975, 35.21348244418097 31.944965331333854)"
83,28,52,31.944410615573975,35.2327393017001,31.95451311070797,35.21109109912264,2.33,2.3,secondary,60,True,"LINESTRING(35.2327393017001 31.944410615573975, 35.21109109912264 31.95451311070797)"
84,28,3,31.944410615573975,35.2327393017001,31.970941364249203,35.253009846226874,3.52,3.5,secondary,60,True,"LINESTRING(35.2327393017001 31.944410615573975, 35.253009846226874 31.970941364249203)"
85,29,46,31.801341594459426,35.268738039385106,31.782894739105195,35.23823381251093,3.54,5.3,primary,40,True,"LINESTRING(35.268738039385106 31.801341594459426, 35.23823381251093 31.782894739105195)"
86,29,53,31.801341594459426,35.268738039385106,31.83004755698576,35.24228853957395,4.05,4.1,primary,60,True,"LINESTRING(35.268738039385106 31.801341594459426, 35.24228853957395 31.83004755698576)"
87,29,9,31.801341594459426,35.268738039385106,31.816132186612208,35.22677970516278,4.29,6.4,secondary,60,True,"LINESTRING(35.268738039385106 31.801341594459426, 35.22677970516278 31.816132186612208)"
88,30,54,31.799020748128576,35.1638366325273,31.78346565207876,35.18042957520073,2.33,2.3,primary,50,True,"LINESTRING(35.1638366325273 31.799020748128576, 35.18042957520073 31.78346565207876)"
89,30,48,31.799020748128576,35.1638366325273,31.769058311845587,35.16448578595196,3.33,5.0,primary,50,True,"LINESTRING(35.1638366325273 31.799020748128576, 35.16448578595196 31.769058311845587)"
90,30,22,31.799020748128576,35.1638366325273,31.818369482695463,35.136816389080636,3.34,4.0,primary,50,True,"LINESTRING(35.1638366325273 31.799020748128576, 35.136816389080636 31.818369482695463)"
91,31,49,32.04685700519098,35.24199992795623,32.04883641407203,35.208734303529745,3.14,4.7,residential,40,True,"LINESTRING(35.24199992795623 32.04685700519098, 35.208734303529745 32.04883641407203)"
92,31,44,32.04685700519098,35.24199992795623,32.04926128194853,35.20285788810294,3.7,3.7,primary,50,True,"LINESTRING(35.24199992795623 32.04685700519098, 35.20285788810294 32.04926128194853)"
93,31,20,32.04685700519098,35.24199992795623,32.00851207009323,35.22320564357703,4.62,4.6,secondary,60,True,"LINESTRING(35.24199992795623 32.04685700519098, 35.22320564357703 32.00851207009323)"
94,32,28,31.917084923132393,35.25538427529697,31.944410615573975,35.2327393017001,3.71,3.7,primary,40,True,"LINESTRING(35.25538427529697 31.917084923132393, 35.2327393017001 31.944410615573975)"
95,32,8,31.917084923132393,35.25538427529697,31.944965331333854,35.21348244418097,5.02,7.5,primary,50,True,"LINESTRING(35.25538427529697 31.917084923132393, 35.21348244418097 31.944965331333854)"
96,32,52,31.917084923132393,35.25538427529697,31.95451311070797,35.21109109912264,5.9,8.8,primary,60,True,"LINESTRING(35.25538427529697 31.917084923132393, 35.21109109912264 31.95451311070797)"
97,33,16,32.002855576056945,35.282799973463874,31.992138481982312,35.26891953600815,1.77,2.1,secondary,60,True,"LINESTRING(35.282799973463874 32.002855576056945, 35.26891953600815 31.992138481982312)"
98,33,65,32.002855576056945,35.282799973463874,32.01361656334696,35.29949965880836,1.98,2.0,primary,50,True,"LINESTRING(35.282799973463874 32.002855576056945, 35.29949965880836 32.01361656334696)"
99,33,11,32.002855576056945,35.282799973463874,31.99174577554984,35.25944181849647,2.53,3.8,residential,40,True,"LINESTRING(35.282799973463874 32.002855576056945, 35.25944181849647 31.99174577554984)"
100,34,66,31.81871442158923,35.05963007317121,31.842254237620796,35.06737754994826,2.72,3.3,primary,50,True,"LINESTRING(35.05963007317121 31.81871442158923, 35.06737754994826 31.842254237620796)"
101,34,45,31.81871442158923,35.05963007317121,31.777272823652137,35.06413491262742,4.63,6.9,primary,50,True,"LINESTRING(35.05963007317121 31.81871442158923, 35.06413491262742 31.777272823652137)"
102,34,14,31.81871442158923,35.05963007317121,31.777823753014044,35.079014913050045,4.9,5.9,secondary,40,True,"LINESTRING(35.05963007317121 31.81871442158923, 35.079014913050045 31.777823753014044)"
103,35,40,31.844635914417722,35.13032226279272,31.829464049949415,35.123988252308195,1.79,2.7,primary,60,True,"LINESTRING(35.13032226279272 31.844635914417722, 35.123988252308195 31.829464049949415)"
104,35,2,31.844635914417722,35.13032226279272,31.832508795510734,35.11696322144465,1.85,2.8,secondary,50,True,"LINESTRING(35.13032226279272 31.844635914417722, 35.11696322144465 31.832508795510734)"
105,35,26,31.844635914417722,35.13032226279272,31.861054290135062,35.11285210923145,2.46,3.0,primary,50,True,"LINESTRING(35.13032226279272 31.844635914417722, 35.11285210923145 31.861054290135062)"
106,36,27,31.813294853075895,35.332872914300516,31.83009334661473,35.33099637631375,1.88,2.3,residential,60,True,"LINESTRING(35.332872914300516 31.813294853075895, 35.33099637631375 31.83009334661473)"
107,36,29,31.813294853075895,35.332872914300516,31.801341594459426,35.268738039385106,6.2,7.4,residential,60,True,"LINESTRING(35.332872914300516 31.813294853075895, 35.268738039385106 31.801341594459426)"
108,36,64,31.813294853075895,35.332872914300516,31.755843022715748,35.32872958487939,6.4,7.7,primary,40,True,"LINESTRING(35.332872914300516 31.813294853075895, 35.32872958487939 31.755843022715748)"
109,37,56,32.0129102879418,35.144403364239544,32.01275588211346,35.12901671522533,1.45,1.7,primary,60,True,"LINESTRING(35.144403364239544 32.0129102879418, 35.12901671522533 32.01275588211346)"
110,37,13,32.0129102879418,35.144403364239544,32.037163921662035,35.15097836353379,2.77,3.3,primary,40,True,"LINESTRING(35.144403364239544 32.0129102879418, 35.15097836353379 32.037163921662035)"
111,37,47,32.0129102879418,35.144403364239544,31.98762380930889,35.17664799003991,4.14,4.1,secondary,50,True,"LINESTRING(35.144403364239544 32.0129102879418, 35.17664799003991 31.98762380930889)"
112,38,25,31.946631599588464,35.1686895703182,31.94070533327932,35.15944965369103,1.09,1.1,secondary,50,True,"LINESTRING(35.1686895703182 31.946631599588464, 35.15944965369103 31.94070533327932)"
113,38,52,31.946631599588464,35.1686895703182,31.95451311070797,35.21109109912264,4.1,4.1,residential,40,True,"LINESTRING(35.1686895703182 31.946631599588464, 35.21109109912264 31.95451311070797)"
114,38,8,31.946631599588464,35.1686895703182,31.944965331333854,35.21348244418097,4.23,5.1,residential,40,True,"LINESTRING(35.1686895703182 31.946631599588464, 35.21348244418097 31.944965331333854)"
115,39,44,32.024364276922164,35.187655555776225,32.04926128194853,35.20285788810294,3.12,3.7,primary,60,True,"LINESTRING(35.187655555776225 32.024364276922164, 35.20285788810294 32.04926128194853)"
116,39,49,32.024364276922164,35.187655555776225,32.04883641407203,35.208734303529745,3.37,4.0,primary,60,True,"LINESTRING(35.187655555776225 32.024364276922164, 35.208734303529745 32.04883641407203)"
117,39,13,32.024364276922164,35.187655555776225,32.037163921662035,35.15097836353379,3.74,3.7,residential,60,True,"LINESTRING(35.187655555776225 32.024364276922164, 35.15097836353379 32.037163921662035)"
118,40,2,31.829464049949415,35.123988252308195,31.832508795510734,35.11696322144465,0.75,0.7,residential,60,True,"LINESTRING(35.123988252308195 31.829464049949415, 35.11696322144465 31.832508795510734)"
119,40,22,31.829464049949415,35.123988252308195,31.818369482695463,35.136816389080636,1.73,2.6,secondary,50,True,"LINESTRING(35.123988252308195 31.829464049949415, 35.136816389080636 31.818369482695463)"
120,40,35,31.829464049949415,35.123988252308195,31.844635914417722,35.13032226279272,1.79,2.7,residential,50,True,"LINESTRING(35.123988252308195 31.829464049949415, 35.13032226279272 31.844635914417722)"
121,41,57,31.918410440248945,35.128822482556885,31.90017583391509,35.10359556415904,3.13,3.1,secondary,60,True,"LINESTRING(35.128822482556885 31.918410440248945, 35.10359556415904 31.90017583391509)"
122,41,60,31.918410440248945,35.128822482556885,31.93269106343145,35.09585178056489,3.49,5.2,residential,50,True,"LINESTRING(35.128822482556885 31.918410440248945, 35.09585178056489 31.93269106343145)"
123,41,25,31.918410440248945,35.128822482556885,31.94070533327932,35.15944965369103,3.81,3.8,secondary,60,True,"LINESTRING(35.128822482556885 31.918410440248945, 35.15944965369103 31.94070533327932)"
124,42,17,31.925375797067062,35.319346865080746,31.91086842743641,35.34193472919382,2.67,3.2,secondary,50,True,"LINESTRING(35.319346865080746 31.925375797067062, 35.34193472919382 31.91086842743641)"
125,42,55,31.925375797067062,35.319346865080746,31.88611711189876,35.336144778256326,4.64,4.6,secondary,60,True,"LINESTRING(35.319346865080746 31.925375797067062, 35.336144778256326 31.88611711189876)"
126,42,32,31.925375797067062,35.319346865080746,31.917084923132393,35.25538427529697,6.11,9.2,primary,50,True,"LINESTRING(35.319346865080746 31.925375797067062, 35.25538427529697 31.917084923132393)"
127,43,26,31.86982015154212,35.11579622774719,31.861054290135062,35.11285210923145,1.01,1.0,secondary,60,True,"LINESTRING(35.11579622774719 31.86982015154212, 35.11285210923145 31.861054290135062)"
128,43,12,31.86982015154212,35.11579622774719,31.852075154955397,35.09664384994354,2.68,2.7,primary,60,True,"LINESTRING(35.11579622774719 31.86982015154212, 35.09664384994354 31.852075154955397)"
129,43,35,31.86982015154212,35.11579622774719,31.844635914417722,35.13032226279272,3.12,3.1,secondary,50,True,"LINESTRING(35.11579622774719 31.86982015154212, 35.13032226279272 31.844635914417722)"
130,44,49,32.04926128194853,35.20285788810294,32.04883641407203,35.208734303529745,0.56,0.6,primary,50,True,"LINESTRING(35.20285788810294 32.04926128194853, 35.208734303529745 32.04883641407203)"
131,44,39,32.04926128194853,35.20285788810294,32.024364276922164,35.187655555776225,3.12,3.7,primary,50,True,"LINESTRING(35.20285788810294 32.04926128194853, 35.187655555776225 32.024364276922164)"
132,44,31,32.04926128194853,35.20285788810294,32.04685700519098,35.24199992795623,3.7,3.7,residential,60,True,"LINESTRING(35.20285788810294 32.04926128194853, 35.24199992795623 32.04685700519098)"
133,45,14,31.777272823652137,35.06413491262742,31.777823753014044,35.079014913050045,1.41,1.7,secondary,50,True,"LINESTRING(35.06413491262742 31.777272823652137, 35.079014913050045 31.777823753014044)"
134,45,34,31.777272823652137,35.06413491262742,31.81871442158923,35.05963007317121,4.63,5.6,residential,40,True,"LINESTRING(35.06413491262742 31.777272823652137, 35.05963007317121 31.81871442158923)"
135,45,7,31.777272823652137,35.06413491262742,31.75796079090516,35.109651295206,4.81,4.8,secondary,60,True,"LINESTRING(35.06413491262742 31.777272823652137, 35.109651295206 31.75796079090516)"
136,46,29,31.782894739105195,35.23823381251093,31.801341594459426,35.268738039385106,3.54,5.3,residential,40,True,"LINESTRING(35.23823381251093 31.782894739105195, 35.268738039385106 31.801341594459426)"
137,46,9,31.782894739105195,35.23823381251093,31.816132186612208,35.22677970516278,3.85,4.6,residential,60,True,"LINESTRING(35.23823381251093 31.782894739105195, 35.22677970516278 31.816132186612208)"
138,46,51,31.782894739105195,35.23823381251093,31.753444306582846,35.266216545808064,4.21,4.2,residential,50,True,"LINESTRING(35.23823381251093 31.782894739105195, 35.266216545808064 31.753444306582846)"
139,47,62,31.98762380930889,35.17664799003991,31.983587943589168,35.209106101658556,3.09,4.6,primary,60,True,"LINESTRING(35.17664799003991 31.98762380930889, 35.209106101658556 31.983587943589168)"
140,47,61,31.98762380930889,35.17664799003991,31.978753240022545,35.21181370903589,3.46,4.2,primary,40,True,"LINESTRING(35.17664799003991 31.98762380930889, 35.21181370903589 31.978753240022545)"
141,47,37,31.98762380930889,35.17664799003991,32.0129102879418,35.144403364239544,4.14,6.2,primary,40,True,"LINESTRING(35.17664799003991 31.98762380930889, 35.144403364239544 32.0129102879418)"
142,48,54,31.769058311845587,35.16448578595196,31.78346565207876,35.18042957520073,2.2,3.3,secondary,60,True,"LINESTRING(35.16448578595196 31.769058311845587, 35.18042957520073 31.78346565207876)"
143,48,63,31.769058311845587,35.16448578595196,31.750171568838383,35.147246817101404,2.66,4.0,secondary,50,True,"LINESTRING(35.16448578595196 31.769058311845587, 35.147246817101404 31.750171568838383)"
144,48,24,31.769058311845587,35.16448578595196,31.78030042882292,35.13339208093303,3.19,3.2,residential,40,True,"LINESTRING(35.16448578595196 31.769058311845587, 35.13339208093303 31.78030042882292)"
