locality_id,profession,count,last_updated
11,employees_private,2592,2026-01-17
11,agriculture_workers,995,2026-01-17
11,construction_workers,961,2026-01-17
11,technicians,898,2026-01-17
11,freelancers,747,2026-01-17
11,business_owners,593,2026-01-17
11,students_university,2395,2026-01-17
11,unemployed,3685,2026-01-17
12,doctors,72,2026-01-17
12,nurses,146,2026-01-17
12,teachers,967,2026-01-17
12,engineers_computer,213,2026-01-17
12,engineers_civil,238,2026-01-17
12,engineers_electrical,193,2026-01-17
12,employees_public,2368,2026-01-17
12,employees_private,3948,2026-01-17
12,agriculture_workers,1419,2026-01-17
12,construction_workers,1886,2026-01-17
12,technicians,1023,2026-01-17
12,freelancers,1101,2026-01-17
12,business_owners,544,2026-01-17
12,students_university,3348,2026-01-17
12,unemployed,5438,2026-01-17
13,doctors,55,2026-01-17
13,nurses,144,2026-01-17
13,teachers,922,2026-01-17
13,engineers_computer,327,2026-01-17
13,engineers_civil,244,2026-01-17
13,engineers_electrical,191,2026-01-17
13,employees_public,1889,2026-01-17
13,employees_private,3164,2026-01-17
13,agriculture_workers,622,2026-01-17
13,construction_workers,1208,2026-01-17
13,technicians,865,2026-01-17
13,freelancers,1063,2026-01-17
13,business_owners,542,2026-01-17
13,students_university,3405,2026-01-17
13,unemployed,4139,2026-01-17
14,doctors,64,2026-01-17
14,nurses,115,2026-01-17
14,teachers,1092,2026-01-17
14,engineers_computer,356,2026-01-17
14,engineers_civil,245,2026-01-17
14,engineers_electrical,189,2026-01-17
14,employees_public,2409,2026-01-17
14,employees_private,2827,2026-01-17
14,agriculture_workers,875,2026-01-17
14,construction_workers,1014,2026-01-17
14,technicians,912,2026-01-17
14,freelancers,774,2026-01-17
14,business_owners,434,2026-01-17
14,students_university,3927,2026-01-17
14,unemployed,5230,2026-01-17
15,doctors,17,2026-01-17
15,nurses,19,2026-01-17
15,teachers,355,2026-01-17
15,engineers_computer,86,2026-01-17
15,engineers_civil,57,2026-01-17
15,engineers_electrical,42,2026-01-17
15,employees_public,743,2026-01-17
15,employees_private,1034,2026-01-17
15,agriculture_workers,421,2026-01-17
15,construction_workers,490,2026-01-17
15,technicians,365,2026-01-17
15,freelancers,276,2026-01-17
15,business_owners,108,2026-01-17
15,students_university,1088,2026-01-17
15,unemployed,1204,2026-01-17
16,doctors,48,2026-01-17
16,nurses,72,2026-01-17
16,teachers,1072,2026-01-17
16,engineers_computer,336,2026-01-17
16,engineers_civil,264,2026-01-17
16,engineers_electrical,99,2026-01-17
16,employees_public,2474,2026-01-17
16,employees_private,3483,2026-01-17
16,agriculture_workers,652,2026-01-17
16,construction_workers,1203,2026-01-17
16,technicians,1251,2026-01-17
16,freelancers,1046,2026-01-17
16,business_owners,582,2026-01-17
16,students_university,3211,2026-01-17
16,unemployed,6035,2026-01-17
17,doctors,12,2026-01-17
17,nurses,20,2026-01-17
17,teachers,163,2026-01-17
17,engineers_computer,65,2026-01-17
17,engineers_civil,35,2026-01-17
17,engineers_electrical,33,2026-01-17
17,employees_public,488,2026-01-17
17,employees_private,681,2026-01-17
17,agriculture_workers,103,2026-01-17
17,construction_workers,319,2026-01-17
17,technicians,171,2026-01-17
17,freelancers,165,2026-01-17
17,business_owners,124,2026-01-17
17,students_university,639,2026-01-17
17,unemployed,911,2026-01-17
18,doctors,74,2026-01-17
18,nurses,124,2026-01-17
18,teachers,1133,2026-01-17
18,engineers_computer,237,2026-01-17
18,engineers_civil,165,2026-01-17
18,engineers_electrical,155,2026-01-17
18,employees_public,2690,2026-01-17
18,employees_private,3444,2026-01-17
18,agriculture_workers,917,2026-01-17
18,construction_workers,1161,2026-01-17
18,technicians,880,2026-01-17
18,freelancers,888,2026-01-17
18,business_owners,773,2026-01-17
18,students_university,3908,2026-01-17
18,unemployed,4969,2026-01-17
19,doctors,18,2026-01-17
19,nurses,48,2026-01-17
19,teachers,461,2026-01-17
19,engineers_computer,90,2026-01-17
19,engineers_civil,94,2026-01-17
19,engineers_electrical,34,2026-01-17
19,employees_public,999,2026-01-17
19,employees_private,1126,2026-01-17
19,agriculture_workers,357,2026-01-17
19,construction_workers,422,2026-01-17
19,technicians,405,2026-01-17
19,freelancers,251,2026-01-17
19,business_owners,167,2026-01-17
19,students_university,1431,2026-01-17
19,unemployed,1757,2026-01-17
20,doctors,83,2026-01-17
20,nurses,77,2026-01-17
20,teachers,1040,2026-01-17
20,engineers_computer,331,2026-01-17
20,engineers_civil,204,2026-01-17
20,engineers_electrical,111,2026-01-17
20,employees_public,2532,2026-01-17
20,employees_private,3452,2026-01-17
20,agriculture_workers,545,2026-01-17
20,construction_workers,1153,2026-01-17
20,technicians,761,2026-01-17
20,freelancers,645,2026-01-17
20,business_owners,635,2026-01-17
20,students_university,4358,2026-01-17
20,unemployed,5040,2026-01-17
21,doctors,14,2026-01-17
21,nurses,36,2026-01-17
21,teachers,416,2026-01-17
21,engineers_computer,81,2026-01-17
21,engineers_civil,107,2026-01-17
21,engineers_electrical,36,2026-01-17
21,employees_public,875,2026-01-17
21,employees_private,1217,2026-01-17
21,agriculture_workers,529,2026-01-17
21,construction_workers,647,2026-01-17
21,technicians,429,2026-01-17
21,freelancers,396,2026-01-17
21,business_owners,272,2026-01-17
21,students_university,848,2026-01-17
21,unemployed,1558,2026-01-17
22,doctors,20,2026-01-17
22,nurses,30,2026-01-17
22,teachers,284,2026-01-17
22,engineers_computer,57,2026-01-17
22,engineers_civil,64,2026-01-17
22,engineers_electrical,58,2026-01-17
22,employees_public,558,2026-01-17
22,employees_private,852,2026-01-17
22,agriculture_workers,350,2026-01-17
22,construction_workers,467,2026-01-17
22,technicians,275,2026-01-17
22,freelancers,256,2026-01-17
22,business_owners,117,2026-01-17
22,students_university,805,2026-01-17
22,unemployed,1487,2026-01-17
23,doctors,40,2026-01-17
23,nurses,76,2026-01-17
23,teachers,1138,2026-01-17
23,engineers_computer,327,2026-01-17
23,engineers_civil,155,2026-01-17
23,engineers_electrical,87,2026-01-17
23,employees_public,2115,2026-01-17
23,employees_private,3116,2026-01-17
23,agriculture_workers,1449,2026-01-17
23,construction_workers,1378,2026-01-17
23,technicians,1096,2026-01-17
23,freelancers,869,2026-01-17
23,business_owners,524,2026-01-17
23,students_university,2538,2026-01-17
23,unemployed,5401,2026-01-17
24,doctors,16,2026-01-17
24,nurses,54,2026-01-17
24,teachers,529,2026-01-17
24,engineers_computer,88,2026-01-17
24,engineers_civil,89,2026-01-17
24,engineers_electrical,59,2026-01-17
24,employees_public,1368,2026-01-17
24,employees_private,1655,2026-01-17
24,agriculture_workers,733,2026-01-17
24,construction_workers,692,2026-01-17
24,technicians,393,2026-01-17
24,freelancers,471,2026-01-17
24,business_owners,174,2026-01-17
24,students_university,1675,2026-01-17
24,unemployed,1935,2026-01-17
25,doctors,17,2026-01-17
25,nurses,33,2026-01-17
25,teachers,209,2026-01-17
25,engineers_computer,69,2026-01-17
25,engineers_civil,63,2026-01-17
25,engineers_electrical,49,2026-01-17
25,employees_public,627,2026-01-17
25,employees_private,829,2026-01-17
25,agriculture_workers,269,2026-01-17
25,construction_workers,416,2026-01-17
25,technicians,212,2026-01-17
25,freelancers,249,2026-01-17
25,business_owners,129,2026-01-17
25,students_university,752,2026-01-17
25,unemployed,1267,2026-01-17
26,doctors,15,2026-01-17
26,nurses,20,2026-01-17
26,teachers,222,2026-01-17
26,engineers_computer,40,2026-01-17
26,engineers_civil,48,2026-01-17
26,engineers_electrical,37,2026-01-17
26,employees_public,645,2026-01-17
26,employees_private,751,2026-01-17
26,agriculture_workers,297,2026-01-17
26,construction_workers,228,2026-01-17
26,technicians,217,2026-01-17
26,freelancers,175,2026-01-17
26,business_owners,119,2026-01-17
26,students_university,1207,2026-01-17
26,unemployed,1332,2026-01-17
27,doctors,59,2026-01-17
27,nurses,97,2026-01-17
27,teachers,602,2026-01-17
27,engineers_computer,153,2026-01-17
27,engineers_civil,168,2026-01-17
27,engineers_electrical,131,2026-01-17
27,employees_public,1769,2026-01-17
27,employees_private,2465,2026-01-17
27,agriculture_workers,865,2026-01-17
27,construction_workers,782,2026-01-17
27,technicians,852,2026-01-17
27,freelancers,699,2026-01-17
27,business_owners,513,2026-01-17
27,students_university,1837,2026-01-17
27,unemployed,2920,2026-01-17
28,doctors,79,2026-01-17
28,nurses,107,2026-01-17
28,teachers,1166,2026-01-17
28,engineers_computer,282,2026-01-17
28,engineers_civil,245,2026-01-17
28,engineers_electrical,253,2026-01-17
28,employees_public,2304,2026-01-17
28,employees_private,4300,2026-01-17
28,agriculture_workers,1538,2026-01-17
28,construction_workers,1397,2026-01-17
28,technicians,1019,2026-01-17
28,freelancers,1212,2026-01-17
28,business_owners,402,2026-01-17
28,students_university,4022,2026-01-17
28,unemployed,5293,2026-01-17
29,doctors,29,2026-01-17
29,nurses,54,2026-01-17
29,teachers,432,2026-01-17
29,engineers_computer,125,2026-01-17
29,engineers_civil,141,2026-01-17
29,engineers_electrical,90,2026-01-17
29,employees_public,1256,2026-01-17
29,employees_private,1406,2026-01-17
29,agriculture_workers,708,2026-01-17
29,construction_workers,866,2026-01-17
29,technicians,516,2026-01-17
29,freelancers,435,2026-01-17
29,business_owners,265,2026-01-17
29,students_university,1390,2026-01-17
29,unemployed,2037,2026-01-17
30,doctors,37,2026-01-17
30,nurses,50,2026-01-17
30,teachers,686,2026-01-17
30,engineers_computer,283,2026-01-17
30,engineers_civil,143,2026-01-17
30,engineers_electrical,84,2026-01-17
30,employees_public,1914,2026-01-17
30,employees_private,2376,2026-01-17
30,agriculture_workers,517,2026-01-17
30,construction_workers,1325,2026-01-17
30,technicians,589,2026-01-17
30,freelancers,631,2026-01-17
30,business_owners,334,2026-01-17
30,students_university,3273,2026-01-17
30,unemployed,3884,2026-01-17
31,doctors,37,2026-01-17
31,nurses,71,2026-01-17
31,teachers,599,2026-01-17
31,engineers_computer,175,2026-01-17
31,engineers_civil,112,2026-01-17
31,engineers_electrical,52,2026-01-17
31,employees_public,1115,2026-01-17
31,employees_private,1827,2026-01-17
31,agriculture_workers,514,2026-01-17
31,construction_workers,921,2026-01-17
31,technicians,492,2026-01-17
31,freelancers,366,2026-01-17
31,business_owners,268,2026-01-17
31,students_university,1897,2026-01-17
31,unemployed,2634,2026-01-17
32,doctors,48,2026-01-17
32,nurses,55,2026-01-17
32,teachers,653,2026-01-17
32,engineers_computer,132,2026-01-17
32,engineers_civil,100,2026-01-17
32,engineers_electrical,136,2026-01-17
32,employees_public,1407,2026-01-17
32,employees_private,1675,2026-01-17
32,agriculture_workers,411,2026-01-17
32,construction_workers,753,2026-01-17
32,technicians,724,2026-01-17
32,freelancers,545,2026-01-17
32,business_owners,193,2026-01-17
32,students_university,1567,2026-01-17
32,unemployed,2628,2026-01-17
33,doctors,51,2026-01-17
33,nurses,52,2026-01-17
33,teachers,690,2026-01-17
33,engineers_computer,228,2026-01-17
33,engineers_civil,107,2026-01-17
33,engineers_electrical,78,2026-01-17
33,employees_public,1359,2026-01-17
33,employees_private,2192,2026-01-17
33,agriculture_workers,527,2026-01-17
33,construction_workers,1137,2026-01-17
33,technicians,744,2026-01-17
33,freelancers,691,2026-01-17
33,business_owners,357,2026-01-17
33,students_university,1450,2026-01-17
33,unemployed,3696,2026-01-17
34,doctors,31,2026-01-17
34,nurses,65,2026-01-17
34,teachers,487,2026-01-17
34,engineers_computer,159,2026-01-17
34,engineers_civil,101,2026-01-17
34,engineers_electrical,128,2026-01-17
34,employees_public,1209,2026-01-17
34,employees_private,2053,2026-01-17
34,agriculture_workers,815,2026-01-17
34,construction_workers,1013,2026-01-17
34,technicians,672,2026-01-17
34,freelancers,419,2026-01-17
34,business_owners,236,2026-01-17
34,students_university,2261,2026-01-17
34,unemployed,3301,2026-01-17
35,doctors,113,2026-01-17
35,nurses,169,2026-01-17
35,teachers,1598,2026-01-17
35,engineers_computer,456,2026-01-17
35,engineers_civil,207,2026-01-17
35,engineers_electrical,188,2026-01-17
35,employees_public,3085,2026-01-17
35,employees_private,3698,2026-01-17
35,agriculture_workers,1117,2026-01-17
35,construction_workers,2310,2026-01-17
35,technicians,1258,2026-01-17
35,freelancers,977,2026-01-17
35,business_owners,880,2026-01-17
35,students_university,3813,2026-01-17
35,unemployed,5599,2026-01-17
36,doctors,6,2026-01-17
36,nurses,21,2026-01-17
36,teachers,172,2026-01-17
36,engineers_computer,36,2026-01-17
36,engineers_civil,40,2026-01-17
36,engineers_electrical,38,2026-01-17
36,employees_public,472,2026-01-17
36,employees_private,535,2026-01-17
36,agriculture_workers,131,2026-01-17
36,construction_workers,297,2026-01-17
36,technicians,168,2026-01-17
36,freelancers,138,2026-01-17
36,business_owners,139,2026-01-17
36,students_university,834,2026-01-17
36,unemployed,723,2026-01-17
37,doctors,20,2026-01-17
37,nurses,49,2026-01-17
37,teachers,389,2026-01-17
37,engineers_computer,92,2026-01-17
37,engineers_civil,105,2026-01-17
37,engineers_electrical,68,2026-01-17
37,employees_public,762,2026-01-17
37,employees_private,1346,2026-01-17
37,agriculture_workers,283,2026-01-17
37,construction_workers,459,2026-01-17
37,technicians,365,2026-01-17
37,freelancers,276,2026-01-17
37,business_owners,138,2026-01-17
37,students_university,1255,2026-01-17
37,unemployed,1804,2026-01-17
38,doctors,46,2026-01-17
38,nurses,139,2026-01-17
38,teachers,1163,2026-01-17
38,engineers_computer,169,2026-01-17
38,engineers_civil,213,2026-01-17
38,engineers_electrical,105,2026-01-17
38,employees_public,2556,2026-01-17
38,employees_private,2908,2026-01-17
38,agriculture_workers,1532,2026-01-17
38,construction_workers,1121,2026-01-17
38,technicians,1003,2026-01-17
38,freelancers,743,2026-01-17
38,business_owners,353,2026-01-17
38,students_university,3408,2026-01-17
38,unemployed,4587,2026-01-17
39,doctors,16,2026-01-17
39,nurses,14,2026-01-17
39,teachers,197,2026-01-17
39,engineers_computer,67,2026-01-17
39,engineers_civil,43,2026-01-17
39,engineers_electrical,35,2026-01-17
39,employees_public,347,2026-01-17
39,employees_private,525,2026-01-17
39,agriculture_workers,229,2026-01-17
39,construction_workers,193,2026-01-17
39,technicians,163,2026-01-17
39,freelancers,122,2026-01-17
39,business_owners,132,2026-01-17
39,students_university,668,2026-01-17
39,unemployed,755,2026-01-17
40,doctors,50,2026-01-17
40,nurses,63,2026-01-17
40,teachers,563,2026-01-17
40,engineers_computer,190,2026-01-17
40,engineers_civil,179,2026-01-17
40,engineers_electrical,121,2026-01-17
40,employees_public,1470,2026-01-17
40,employees_private,2080,2026-01-17
40,agriculture_workers,499,2026-01-17
40,construction_workers,1301,2026-01-17
40,technicians,725,2026-01-17
40,freelancers,649,2026-01-17
40,business_owners,286,2026-01-17
40,students_university,3155,2026-01-17
40,unemployed,4020,2026-01-17
41,doctors,8,2026-01-17
41,nurses,17,2026-01-17
41,teachers,116,2026-01-17
41,engineers_computer,48,2026-01-17
41,engineers_civil,39,2026-01-17
41,engineers_electrical,15,2026-01-17
41,employees_public,323,2026-01-17
41,employees_private,422,2026-01-17
41,agriculture_workers,67,2026-01-17
41,construction_workers,157,2026-01-17
41,technicians,141,2026-01-17
41,freelancers,133,2026-01-17
41,business_owners,89,2026-01-17
41,students_university,384,2026-01-17
41,unemployed,517,2026-01-17
42,doctors,40,2026-01-17
42,nurses,119,2026-01-17
42,teachers,822,2026-01-17
42,engineers_computer,184,2026-01-17
42,engineers_civil,236,2026-01-17
42,engineers_electrical,131,2026-01-17
42,employees_public,1607,2026-01-17
42,employees_private,3100,2026-01-17
42,agriculture_workers,760,2026-01-17
42,construction_workers,1340,2026-01-17
42,technicians,716,2026-01-17
42,freelancers,602,2026-01-17
42,business_owners,635,2026-01-17
42,students_university,2524,2026-01-17
42,unemployed,4457,2026-01-17
43,doctors,105,2026-01-17
43,nurses,150,2026-01-17
43,teachers,1413,2026-01-17
43,engineers_computer,275,2026-01-17
43,engineers_civil,223,2026-01-17
43,engineers_electrical,246,2026-01-17
43,employees_public,2289,2026-01-17
43,employees_private,3416,2026-01-17
43,agriculture_workers,1634,2026-01-17
43,construction_workers,1279,2026-01-17
43,technicians,977,2026-01-17
43,freelancers,1092,2026-01-17
43,business_owners,880,2026-01-17
43,students_university,3329,2026-01-17
43,unemployed,6086,2026-01-17
44,doctors,29,2026-01-17
44,nurses,56,2026-01-17
44,teachers,405,2026-01-17
44,engineers_computer,116,2026-01-17
44,engineers_civil,104,2026-01-17
44,engineers_electrical,51,2026-01-17
44,employees_public,931,2026-01-17
44,employees_private,1413,2026-01-17
44,agriculture_workers,329,2026-01-17
44,construction_workers,758,2026-01-17
44,technicians,389,2026-01-17
44,freelancers,401,2026-01-17
44,business_owners,238,2026-01-17
44,students_university,1218,2026-01-17
44,unemployed,2204,2026-01-17
45,doctors,108,2026-01-17
45,nurses,80,2026-01-17
45,teachers,1080,2026-01-17
45,engineers_computer,239,2026-01-17
45,engineers_civil,267,2026-01-17
45,engineers_electrical,217,2026-01-17
45,employees_public,3169,2026-01-17
45,employees_private,4210,2026-01-17
45,agriculture_workers,1774,2026-01-17
45,construction_workers,2032,2026-01-17
45,technicians,1291,2026-01-17
45,freelancers,952,2026-01-17
45,business_owners,711,2026-01-17
45,students_university,3333,2026-01-17
45,unemployed,7973,2026-01-17
46,doctors,106,2026-01-17
46,nurses,191,2026-01-17
46,teachers,1423,2026-01-17
46,engineers_computer,318,2026-01-17
46,engineers_civil,162,2026-01-17
46,engineers_electrical,114,2026-01-17
46,employees_public,2422,2026-01-17
46,employees_private,4267,2026-01-17
46,agriculture_workers,983,2026-01-17
46,construction_workers,1252,2026-01-17
46,technicians,1344,2026-01-17
46,freelancers,941,2026-01-17
46,business_owners,915,2026-01-17
46,students_university,3940,2026-01-17
46,unemployed,7140,2026-01-17
47,doctors,40,2026-01-17
47,nurses,58,2026-01-17
47,teachers,445,2026-01-17
47,engineers_computer,69,2026-01-17
47,engineers_civil,104,2026-01-17
47,engineers_electrical,90,2026-01-17
47,employees_public,939,2026-01-17
47,employees_private,1410,2026-01-17
47,agriculture_workers,213,2026-01-17
47,construction_workers,452,2026-01-17
47,technicians,401,2026-01-17
47,freelancers,385,2026-01-17
47,business_owners,235,2026-01-17
47,students_university,1059,2026-01-17
47,unemployed,2116,2026-01-17
48,doctors,33,2026-01-17
48,nurses,96,2026-01-17
48,teachers,712,2026-01-17
48,engineers_computer,205,2026-01-17
48,engineers_civil,115,2026-01-17
48,engineers_electrical,75,2026-01-17
48,employees_public,1310,2026-01-17
48,employees_private,1966,2026-01-17
48,agriculture_workers,346,2026-01-17
48,construction_workers,867,2026-01-17
48,technicians,621,2026-01-17
48,freelancers,638,2026-01-17
48,business_owners,266,2026-01-17
48,students_university,1666,2026-01-17
48,unemployed,3873,2026-01-17
49,doctors,106,2026-01-17
49,nurses,174,2026-01-17
49,teachers,1426,2026-01-17
49,engineers_computer,404,2026-01-17
49,engineers_civil,213,2026-01-17
49,engineers_electrical,157,2026-01-17
49,employees_public,3077,2026-01-17
49,employees_private,3452,2026-01-17
49,agriculture_workers,1654,2026-01-17
49,construction_workers,1697,2026-01-17
49,technicians,1281,2026-01-17
49,freelancers,929,2026-01-17
49,business_owners,476,2026-01-17
49,students_university,3688,2026-01-17
49,unemployed,5138,2026-01-17
50,doctors,85,2026-01-17
50,nurses,96,2026-01-17
50,teachers,1038,2026-01-17
50,engineers_computer,143,2026-01-17
50,engineers_civil,157,2026-01-17
50,engineers_electrical,140,2026-01-17
50,employees_public,1971,2026-01-17
50,employees_private,3085,2026-01-17
50,agriculture_workers,911,2026-01-17
50,construction_workers,1210,2026-01-17
50,technicians,876,2026-01-17
50,freelancers,910,2026-01-17
50,business_owners,357,2026-01-17
50,students_university,4085,2026-01-17
50,unemployed,3597,2026-01-17
51,doctors,23,2026-01-17
51,nurses,51,2026-01-17
51,teachers,345,2026-01-17
51,engineers_computer,129,2026-01-17
51,engineers_civil,65,2026-01-17
51,engineers_electrical,43,2026-01-17
51,employees_public,876,2026-01-17
51,employees_private,1358,2026-01-17
51,agriculture_workers,486,2026-01-17
51,construction_workers,609,2026-01-17
51,technicians,322,2026-01-17
51,freelancers,390,2026-01-17
51,business_owners,131,2026-01-17
51,students_university,1017,2026-01-17
51,unemployed,1869,2026-01-17
52,doctors,26,2026-01-17
52,nurses,39,2026-01-17
52,teachers,249,2026-01-17
52,engineers_computer,95,2026-01-17
52,engineers_civil,76,2026-01-17
52,engineers_electrical,30,2026-01-17
52,employees_public,763,2026-01-17
52,employees_private,1187,2026-01-17
52,agriculture_workers,338,2026-01-17
52,construction_workers,438,2026-01-17
52,technicians,349,2026-01-17
52,freelancers,208,2026-01-17
52,business_owners,185,2026-01-17
52,students_university,1136,2026-01-17
52,unemployed,1488,2026-01-17
53,doctors,56,2026-01-17
53,nurses,147,2026-01-17
53,teachers,895,2026-01-17
53,engineers_computer,315,2026-01-17
53,engineers_civil,189,2026-01-17
53,engineers_electrical,135,2026-01-17
53,employees_public,1995,2026-01-17
53,employees_private,4008,2026-01-17
53,agriculture_workers,530,2026-01-17
53,construction_workers,1675,2026-01-17
53,technicians,1143,2026-01-17
53,freelancers,875,2026-01-17
53,business_owners,417,2026-01-17
53,students_university,5012,2026-01-17
53,unemployed,5651,2026-01-17
54,doctors,51,2026-01-17
54,nurses,89,2026-01-17
54,teachers,765,2026-01-17
54,engineers_computer,258,2026-01-17
54,engineers_civil,162,2026-01-17
54,engineers_electrical,97,2026-01-17
54,employees_public,1726,2026-01-17
54,employees_private,2203,2026-01-17
54,agriculture_workers,897,2026-01-17
54,construction_workers,946,2026-01-17
54,technicians,577,2026-01-17
54,freelancers,557,2026-01-17
54,business_owners,513,2026-01-17
54,students_university,1816,2026-01-17
54,unemployed,3230,2026-01-17
55,doctors,45,2026-01-17
55,nurses,143,2026-01-17
55,teachers,949,2026-01-17
55,engineers_computer,374,2026-01-17
55,engineers_civil,234,2026-01-17
55,engineers_electrical,238,2026-01-17
55,employees_public,2613,2026-01-17
55,employees_private,3070,2026-01-17
55,agriculture_workers,550,2026-01-17
55,construction_workers,1499,2026-01-17
55,technicians,848,2026-01-17
55,freelancers,802,2026-01-17
55,business_owners,783,2026-01-17
55,students_university,3842,2026-01-17
55,unemployed,4309,2026-01-17
56,doctors,39,2026-01-17
56,nurses,61,2026-01-17
56,teachers,495,2026-01-17
56,engineers_computer,189,2026-01-17
56,engineers_civil,118,2026-01-17
56,engineers_electrical,118,2026-01-17
56,employees_public,1458,2026-01-17
56,employees_private,1775,2026-01-17
56,agriculture_workers,819,2026-01-17
56,construction_workers,633,2026-01-17
56,technicians,644,2026-01-17
56,freelancers,506,2026-01-17
